,comp,region_idx,diff,tstat,pvalue,signif
145,0,16,baseline_2_early_learning,-0.16657919559141882,0.8681322330941447,0
146,0,16,baseline_2_late_learning,0.7593927421394595,0.44990662126102576,0
149,0,16,early_learning_2_late_learning,0.8520296849448716,0.39680611784909736,0
154,0,17,baseline_2_early_learning,1.38591727490211,0.16972181617329468,0
155,0,17,baseline_2_late_learning,0.04499148731593927,0.9642290804654785,0
158,0,17,early_learning_2_late_learning,-1.2273637072685697,0.22337737096221336,0
163,0,18,baseline_2_early_learning,0.5399297494728359,0.5907836982163814,0
164,0,18,baseline_2_late_learning,1.4108518598909288,0.1622643234501939,0
167,0,18,early_learning_2_late_learning,0.8770675309667916,0.38314334690523766,0
172,0,19,baseline_2_early_learning,1.0344139048872187,0.30413921224057094,0
173,0,19,baseline_2_late_learning,0.7032816546251479,0.4839742179258576,0
176,0,19,early_learning_2_late_learning,-0.30374752103008473,0.7621290345263554,0
181,0,20,baseline_2_early_learning,0.30027518301809986,0.7647661037681244,0
182,0,20,baseline_2_late_learning,0.28357389159760643,0.7774882750804117,0
185,0,20,early_learning_2_late_learning,-0.008591745014261375,0.993166800537225,0
190,0,21,baseline_2_early_learning,1.0565704136962835,0.29396917079221013,0
191,0,21,baseline_2_late_learning,0.9456759481954097,0.34723426598194074,0
194,0,21,early_learning_2_late_learning,-0.11464964038709856,0.9090174512018556,0
199,0,22,baseline_2_early_learning,-1.5908686965626768,0.11568422848386392,0
200,0,22,baseline_2_late_learning,1.331583002471066,0.18687566336984707,0
203,0,22,early_learning_2_late_learning,2.6483131064790815,0.009786503212491294,1
208,0,23,baseline_2_early_learning,1.8416106762128581,0.069333512003339,0
209,0,23,baseline_2_late_learning,1.2870747703913274,0.20187462577593226,0
212,0,23,early_learning_2_late_learning,-0.6763377104555273,0.50082689930061,0
217,0,24,baseline_2_early_learning,-0.7014006601135868,0.4851404605246593,0
218,0,24,baseline_2_late_learning,0.7157537326784498,0.47628070636485753,0
221,0,24,early_learning_2_late_learning,1.5498460505440563,0.12522663382183402,0
226,0,25,baseline_2_early_learning,-0.3838867629796242,0.7021068477474,0
227,0,25,baseline_2_late_learning,0.7677434498698773,0.4449575930932078,0
230,0,25,early_learning_2_late_learning,1.0366110650802305,0.3031201821472368,0
235,0,26,baseline_2_early_learning,1.510047505970557,0.13507186389834924,0
236,0,26,baseline_2_late_learning,1.2033325739927474,0.232487220455534,0
239,0,26,early_learning_2_late_learning,-0.2933967434843644,0.769998127657859,0
244,0,27,baseline_2_early_learning,1.3825387586919136,0.17075210682100805,0
245,0,27,baseline_2_late_learning,0.8674136165108508,0.38837618786113626,0
248,0,27,early_learning_2_late_learning,-0.5714620935697671,0.5693295233707627,0
253,0,28,baseline_2_early_learning,1.021865502384325,0.31000349789927695,0
254,0,28,baseline_2_late_learning,0.004681420572845358,0.9962767329854958,0
257,0,28,early_learning_2_late_learning,-0.9910760126129148,0.3247130316432101,0
262,0,29,baseline_2_early_learning,1.1135237594450456,0.2689032835555302,0
263,0,29,baseline_2_late_learning,1.5320199275260729,0.12956356897049598,0
266,0,29,early_learning_2_late_learning,0.4996759864190872,0.6187098872716312,0
271,0,30,baseline_2_early_learning,-1.3807371692875998,0.1713034566633206,0
272,0,30,baseline_2_late_learning,-0.6700026646945706,0.5048348492885728,0
275,0,30,early_learning_2_late_learning,0.7679450693251941,0.4448384962924741,0
280,0,31,baseline_2_early_learning,-0.35017896987717945,0.7271482418810293,0
281,0,31,baseline_2_late_learning,0.033055183464901,0.9737150227136429,0
284,0,31,early_learning_2_late_learning,0.4038215815380816,0.687448931787485,0
289,0,32,baseline_2_early_learning,2.339819917309841,0.021851776977415853,1
290,0,32,baseline_2_late_learning,2.484333757750762,0.01512214378726773,1
293,0,32,early_learning_2_late_learning,-0.18923812407426385,0.8503977447163934,0
298,0,33,baseline_2_early_learning,0.8561063552664903,0.3945613354730857,0
299,0,33,baseline_2_late_learning,0.8406612156999628,0.40310743911804114,0
302,0,33,early_learning_2_late_learning,-0.09184784701465437,0.9270544111551078,0
307,0,34,baseline_2_early_learning,-0.7966162069405797,0.4280920362646444,0
308,0,34,baseline_2_late_learning,1.4777017123919218,0.14351429624901846,0
311,0,34,early_learning_2_late_learning,2.0037808905739927,0.04856576754024125,1
316,0,35,baseline_2_early_learning,1.6612248617832117,0.10068289269100414,0
317,0,35,baseline_2_late_learning,1.9964917090346055,0.04936967342393173,1
320,0,35,early_learning_2_late_learning,0.18386077419424138,0.8545998203308516,0
325,0,36,baseline_2_early_learning,-0.408862737161221,0.683760833176364,0
326,0,36,baseline_2_late_learning,0.3440506453347976,0.7317339933252329,0
329,0,36,early_learning_2_late_learning,0.6442996161338035,0.5212714230189683,0
334,0,37,baseline_2_early_learning,0.2296224649712906,0.8189862273782691,0
335,0,37,baseline_2_late_learning,-0.038962369387896,0.9690199430657033,0
338,0,37,early_learning_2_late_learning,-0.27542825745986593,0.7837155680899653,0
343,0,38,baseline_2_early_learning,0.19053795768585682,0.8493826477400552,0
344,0,38,baseline_2_late_learning,1.6228584078472006,0.10865481121467421,0
347,0,38,early_learning_2_late_learning,1.2984065237454054,0.1979735475971134,0
352,0,39,baseline_2_early_learning,0.7788201970356777,0.43844206004807107,0
353,0,39,baseline_2_late_learning,1.0337923260391633,0.3044279172542862,0
356,0,39,early_learning_2_late_learning,0.20262129107269197,0.8399586428188974,0
361,0,40,baseline_2_early_learning,-0.7539601372258322,0.4531432458280894,0
362,0,40,baseline_2_late_learning,-1.268220485810695,0.2084915395877996,0
365,0,40,early_learning_2_late_learning,-0.4757950839228886,0.6355502752427772,0
370,0,41,baseline_2_early_learning,1.914161357097947,0.059267344047752614,0
371,0,41,baseline_2_late_learning,1.152364684300366,0.25269084785364515,0
374,0,41,early_learning_2_late_learning,-0.8512754502511014,0.39722228998001796,0
379,0,42,baseline_2_early_learning,0.1816506956524332,0.8563280907535623,0
380,0,42,baseline_2_late_learning,0.6857307540896199,0.49491604910420184,0
383,0,42,early_learning_2_late_learning,0.4192962179842998,0.6761521885013881,0
388,0,43,baseline_2_early_learning,1.3363042686062252,0.1853351790446077,0
389,0,43,baseline_2_late_learning,1.1137930663870372,0.2687884218777052,0
392,0,43,early_learning_2_late_learning,-0.2116004296719372,0.8329706884643109,0
397,0,44,baseline_2_early_learning,0.5772060445735426,0.5654626049394831,0
398,0,44,baseline_2_late_learning,1.8971461052519312,0.0615099395121346,0
401,0,44,early_learning_2_late_learning,1.101122301595776,0.2742298517040577,0
406,0,45,baseline_2_early_learning,0.1052815212364548,0.9164226999575233,0
407,0,45,baseline_2_late_learning,1.1429656560412547,0.256548926946269,0
410,0,45,early_learning_2_late_learning,0.7673694574173389,0.44517855985615506,0
415,0,46,baseline_2_early_learning,-0.0835115840770787,0.933658723162371,0
416,0,46,baseline_2_late_learning,-0.0815621960225559,0.9352037932377346,0
419,0,46,early_learning_2_late_learning,0.0036866584117745973,0.997067891522988,0
424,0,47,baseline_2_early_learning,-1.261361780488227,0.21093793593229931,0
425,0,47,baseline_2_late_learning,-1.8884119100970587,0.06268864617031718,0
428,0,47,early_learning_2_late_learning,-0.541620637805254,0.5896236738941023,0
433,0,48,baseline_2_early_learning,0.8933411541371177,0.37442254981676226,0
434,0,48,baseline_2_late_learning,1.367503561003418,0.17539512573501106,0
437,0,48,early_learning_2_late_learning,0.3160557620877636,0.7528043823113157,0
442,0,49,baseline_2_early_learning,0.6514699957801965,0.5166580336336155,0
443,0,49,baseline_2_late_learning,0.09981580771975028,0.9207466609015973,0
446,0,49,early_learning_2_late_learning,-0.5735373426560119,0.5679309489316209,0
451,0,50,baseline_2_early_learning,0.014748393994642508,0.988270569798108,0
452,0,50,baseline_2_late_learning,-0.03300860984389465,0.9737520437155739,0
455,0,50,early_learning_2_late_learning,-0.043858939085076536,0.9651289317937841,0
460,0,51,baseline_2_early_learning,0.3637195149612122,0.71705147825783,0
461,0,51,baseline_2_late_learning,-1.137527898952739,0.2587999441610151,0
464,0,51,early_learning_2_late_learning,-1.3605737870543653,0.17756716652928026,0
469,0,52,baseline_2_early_learning,-0.0491996164613662,0.9608859827751586,0
470,0,52,baseline_2_late_learning,1.3683085337272956,0.1751441337012689,0
473,0,52,early_learning_2_late_learning,1.2709165658398236,0.20753564968341606,0
478,0,53,baseline_2_early_learning,-0.5707446147296122,0.5698134441128764,0
479,0,53,baseline_2_late_learning,-0.7421149617538564,0.4602465946670621,0
482,0,53,early_learning_2_late_learning,-0.13351913883528255,0.8941267162059475,0
487,0,54,baseline_2_early_learning,-0.8202176299543521,0.4145915798707388,0
488,0,54,baseline_2_late_learning,-0.7150622492611508,0.4767054578621809,0
491,0,54,early_learning_2_late_learning,0.2186928489956911,0.8274605249646407,0
496,0,55,baseline_2_early_learning,0.5936707956774019,0.5544500920793765,0
497,0,55,baseline_2_late_learning,0.6912052337057744,0.49148867608619506,0
500,0,55,early_learning_2_late_learning,0.05301419866507505,0.9578561377836694,0
505,0,56,baseline_2_early_learning,-0.8957569455793136,0.37313870862300613,0
506,0,56,baseline_2_late_learning,-1.5686562084612217,0.12077619164478168,0
509,0,56,early_learning_2_late_learning,-0.7895551350991075,0.4321812501559926,0
514,0,57,baseline_2_early_learning,1.0909256437447272,0.2786641384668914,0
515,0,57,baseline_2_late_learning,1.097823855113833,0.27565886048414856,0
518,0,57,early_learning_2_late_learning,-0.16967044651429114,0.8657086005227019,0
523,0,58,baseline_2_early_learning,1.139673453196663,0.2579101083787247,0
524,0,58,baseline_2_late_learning,0.8847354554325018,0.3790185245649852,0
527,0,58,early_learning_2_late_learning,-0.37520430839438107,0.7085268702808312,0
532,0,59,baseline_2_early_learning,0.21412374966380093,0.8310093249156216,0
533,0,59,baseline_2_late_learning,0.068405293516335,0.9456380639647357,0
536,0,59,early_learning_2_late_learning,-0.15320383081454755,0.8786331903323183,0
541,0,60,baseline_2_early_learning,0.4713673854418712,0.6386941894569214,0
542,0,60,baseline_2_late_learning,1.0320112513766282,0.30525620068381387,0
545,0,60,early_learning_2_late_learning,0.5236039782938158,0.6020385451686656,0
550,0,61,baseline_2_early_learning,-0.29442908027322107,0.7692122022692172,0
551,0,61,baseline_2_late_learning,-0.03849780608077058,0.9693891442903529,0
554,0,61,early_learning_2_late_learning,0.24697316988662618,0.8055778683491011,0
559,0,62,baseline_2_early_learning,-0.08519498775859408,0.9323246750049251,0
560,0,62,baseline_2_late_learning,-0.7145140148997557,0.4770423672448768,0
563,0,62,early_learning_2_late_learning,-0.5710583770040301,0.5696017950461421,0
568,0,63,baseline_2_early_learning,0.8922900749074616,0.3749820005397487,0
569,0,63,baseline_2_late_learning,1.6504821415487165,0.10286564328091737,0
572,0,63,early_learning_2_late_learning,0.5046402241247415,0.61523427466141,0
577,0,64,baseline_2_early_learning,0.5106684664551593,0.6110255291676197,0
578,0,64,baseline_2_late_learning,0.3574410379087811,0.7217270053883751,0
581,0,64,early_learning_2_late_learning,-0.14364427027238946,0.8861518441399688,0
586,0,65,baseline_2_early_learning,-0.6918542181136225,0.491083233413392,0
587,0,65,baseline_2_late_learning,-1.3224006354106865,0.18989931951486455,0
590,0,65,early_learning_2_late_learning,-0.565173380133388,0.5735778865661407,0
595,0,66,baseline_2_early_learning,-1.9449634911534597,0.05538346068256711,0
596,0,66,baseline_2_late_learning,-0.2153152896179322,0.8300835191109249,0
599,0,66,early_learning_2_late_learning,1.6670684005369634,0.0995114676726775,0
604,0,67,baseline_2_early_learning,-0.519792190436276,0.6046804819877376,0
605,0,67,baseline_2_late_learning,-0.03742069414667913,0.9702451803311729,0
608,0,67,early_learning_2_late_learning,0.5006170280144917,0.6180503642712742,0
613,0,68,baseline_2_early_learning,-0.6673581604444259,0.5065130137639047,0
614,0,68,baseline_2_late_learning,-1.5286178850654886,0.1304046100423092,0
617,0,68,early_learning_2_late_learning,-0.6858114388466672,0.49486544094909934,0
622,0,69,baseline_2_early_learning,0.6960371194224321,0.4884744321487806,0
623,0,69,baseline_2_late_learning,-0.7596709552843761,0.4497412283600606,0
626,0,69,early_learning_2_late_learning,-1.3946125668027276,0.1670920083401617,0
631,0,70,baseline_2_early_learning,-0.16788363056624872,0.8671093618593212,0
632,0,70,baseline_2_late_learning,-0.06576008726378595,0.9477370901774334,0
635,0,70,early_learning_2_late_learning,0.10236746963230361,0.9187277195675507,0
640,0,71,baseline_2_early_learning,0.43249398884033763,0.6665758417612813,0
641,0,71,baseline_2_late_learning,1.1275007561733428,0.26298728897117035,0
644,0,71,early_learning_2_late_learning,0.5745247082411246,0.56726612159269,0
649,0,72,baseline_2_early_learning,-0.5982809639659108,0.5513858347448153,0
650,0,72,baseline_2_late_learning,-0.20058893620893176,0.8415421167114566,0
653,0,72,early_learning_2_late_learning,0.4304438904481354,0.6680598214955943,0
658,0,73,baseline_2_early_learning,0.5333563890192512,0.5953034502395409,0
659,0,73,baseline_2_late_learning,1.6965202289295156,0.09377504382777312,0
662,0,73,early_learning_2_late_learning,0.9724425084690004,0.3338365151732168,0
667,0,74,baseline_2_early_learning,-0.816368585367116,0.41677563099113346,0
668,0,74,baseline_2_late_learning,-0.6313412346710201,0.5296632853319316,0
671,0,74,early_learning_2_late_learning,0.27278317038547356,0.7857407854529922,0
676,0,75,baseline_2_early_learning,-0.10231472522086324,0.9187694469595722,0
677,0,75,baseline_2_late_learning,-0.022392022562083915,0.9821924285131445,0
680,0,75,early_learning_2_late_learning,0.07653811282731497,0.9391869758194071,0
685,0,76,baseline_2_early_learning,0.38225171499822824,0.7033142049016448,0
686,0,76,baseline_2_late_learning,0.7617571684413053,0.44850213079963763,0
689,0,76,early_learning_2_late_learning,0.3303819039005539,0.7419971845634595,0
694,0,77,baseline_2_early_learning,-0.5025872967546641,0.6166705301619069,0
695,0,77,baseline_2_late_learning,0.24427051108497974,0.807662723501712,0
698,0,77,early_learning_2_late_learning,0.7696351930074898,0.4438408677510688,0
703,0,78,baseline_2_early_learning,-0.11550396353870881,0.9083425222413903,0
704,0,78,baseline_2_late_learning,-0.013167063533696292,0.9895281273642818,0
707,0,78,early_learning_2_late_learning,0.09332812696828313,0.9258821977489242,0
712,0,79,baseline_2_early_learning,0.40853125233194565,0.6840031118835244,0
713,0,79,baseline_2_late_learning,0.2906805660426814,0.772067121580454,0
716,0,79,early_learning_2_late_learning,-0.11377749085816895,0.9097065323395018,0
721,0,80,baseline_2_early_learning,-0.021714237285929246,0.9827313596686582,0
722,0,80,baseline_2_late_learning,1.0489189059806159,0.2974546883255153,0
725,0,80,early_learning_2_late_learning,1.0214877607009547,0.3101812015322353,0
730,0,81,baseline_2_early_learning,0.12846855222139528,0.8981088516271813,0
731,0,81,baseline_2_late_learning,0.11858374169837915,0.9059100115206324,0
734,0,81,early_learning_2_late_learning,-0.0141161533740647,0.9887733575719141,0
739,0,82,baseline_2_early_learning,0.3227180432242222,0.7477722705543652,0
740,0,82,baseline_2_late_learning,-0.14394979643225958,0.8859113804614192,0
743,0,82,early_learning_2_late_learning,-0.47457984143601945,0.6364125023065311,0
748,0,83,baseline_2_early_learning,0.4546432809674417,0.6506286881943966,0
749,0,83,baseline_2_late_learning,0.17306695185754037,0.8630471237941383,0
752,0,83,early_learning_2_late_learning,-0.23697111252544334,0.8133004675634437,0
757,0,84,baseline_2_early_learning,1.274729406855733,0.2061893520661498,0
758,0,84,baseline_2_late_learning,2.456768936238029,0.016240350492578496,1
761,0,84,early_learning_2_late_learning,1.1531066223538726,0.25238806397518765,0
766,0,85,baseline_2_early_learning,2.1241650767156584,0.03682470364132854,1
767,0,85,baseline_2_late_learning,1.1508917389759394,0.25329271910356804,0
770,0,85,early_learning_2_late_learning,-0.8841579961874054,0.37932818529495593,0
775,0,86,baseline_2_early_learning,0.9719408863217466,0.33408443127866516,0
776,0,86,baseline_2_late_learning,1.1486395913134457,0.25421495249049675,0
779,0,86,early_learning_2_late_learning,0.0452847990229896,0.9639960410229833,0
784,0,87,baseline_2_early_learning,2.4762533346285918,0.015442555493279192,1
785,0,87,baseline_2_late_learning,2.206928677999228,0.03025961104108756,1
788,0,87,early_learning_2_late_learning,-0.6990107279447593,0.4866244865371683,0
793,0,88,baseline_2_early_learning,0.733185958709649,0.4656428835073462,0
794,0,88,baseline_2_late_learning,0.6103964665304455,0.5433736502831019,0
797,0,88,early_learning_2_late_learning,-0.18716469308601244,0.8520175003365587,0
802,0,89,baseline_2_early_learning,0.7100894343686489,0.4797662857954146,0
803,0,89,baseline_2_late_learning,0.9751420384326309,0.3325044073376603,0
806,0,89,early_learning_2_late_learning,0.35001646897257654,0.7272697117196252,0
811,0,90,baseline_2_early_learning,-0.57933938619019,0.5640296885771271,0
812,0,90,baseline_2_late_learning,0.5340957679648667,0.5947942613065704,0
815,0,90,early_learning_2_late_learning,1.0760272338269339,0.2852320993746,0
820,0,91,baseline_2_early_learning,0.9469762073792476,0.34657547980070114,0
821,0,91,baseline_2_late_learning,0.41099538827784887,0.6822028958241707,0
824,0,91,early_learning_2_late_learning,-0.5240406586542841,0.6017362224342526,0
829,0,92,baseline_2_early_learning,0.20290173512542575,0.8397401913930086,0
830,0,92,baseline_2_late_learning,-0.1643530714113819,0.8698783647289481,0
833,0,92,early_learning_2_late_learning,-0.3250363615072888,0.7460237666635887,0
838,0,93,baseline_2_early_learning,0.5883320277407987,0.5580092083453951,0
839,0,93,baseline_2_late_learning,0.9301586888453685,0.35515881516598924,0
842,0,93,early_learning_2_late_learning,0.3233817077576112,0.7472715910812588,0
847,0,94,baseline_2_early_learning,0.6767160044975593,0.5005881116761843,0
848,0,94,baseline_2_late_learning,1.0992877655319242,0.27502400250997805,0
851,0,94,early_learning_2_late_learning,0.44704492295074644,0.6560815173921342,0
856,0,95,baseline_2_early_learning,1.1930234240154272,0.23647657349831808,0
857,0,95,baseline_2_late_learning,0.3787375611310865,0.7059117161137536,0
860,0,95,early_learning_2_late_learning,-0.8864507482475508,0.3780996394396706,0
865,0,96,baseline_2_early_learning,0.05642357123091431,0.9551486663429455,0
866,0,96,baseline_2_late_learning,-0.47949610619009103,0.6329274665929411,0
869,0,96,early_learning_2_late_learning,-0.46218700558426,0.6452338555866599,0
874,0,97,baseline_2_early_learning,0.9470435080715661,0.3465414034883102,0
875,0,97,baseline_2_late_learning,1.0668455775102483,0.28933256911740496,0
878,0,97,early_learning_2_late_learning,0.07550262573500649,0.9400081245839103,0
883,0,98,baseline_2_early_learning,0.9454702280557593,0.3473385700194507,0
884,0,98,baseline_2_late_learning,-0.8058518848459889,0.4227782545742168,0
887,0,98,early_learning_2_late_learning,-1.6003360587760205,0.11356688854778454,0
892,0,99,baseline_2_early_learning,0.6681504206213521,0.506009943319791,0
893,0,99,baseline_2_late_learning,1.4966136341441174,0.1385294501013137,0
896,0,99,early_learning_2_late_learning,0.7555123201954994,0.45221712516997503,0
901,0,100,baseline_2_early_learning,1.1848392701230372,0.23967856713254784,0
902,0,100,baseline_2_late_learning,-0.5591330444059529,0.5776728247503944,0
905,0,100,early_learning_2_late_learning,-1.73705069996032,0.08632569130199141,0
910,0,101,baseline_2_early_learning,0.29118868054133445,0.7716799493669516,0
911,0,101,baseline_2_late_learning,0.5152676096242813,0.6078233154105258,0
914,0,101,early_learning_2_late_learning,0.1439646245657314,0.8858997102845261,0
919,0,102,baseline_2_early_learning,1.0656153738784984,0.2898850299663853,0
920,0,102,baseline_2_late_learning,0.7698332140267022,0.44372406726507274,0
923,0,102,early_learning_2_late_learning,-0.25770166420807233,0.797315839362832,0
928,0,103,baseline_2_early_learning,1.2301965421845253,0.2223208734804555,0
929,0,103,baseline_2_late_learning,-0.21440962616414405,0.8307871819995698,0
932,0,103,early_learning_2_late_learning,-1.431578703083019,0.15625929530761118,0
937,0,104,baseline_2_early_learning,1.3324473896672158,0.18659290704460335,0
938,0,104,baseline_2_late_learning,0.5538098886570323,0.5812931516242374,0
941,0,104,early_learning_2_late_learning,-0.7570594627534072,0.4512950979415896,0
946,0,105,baseline_2_early_learning,0.46623894078732375,0.6423439613000697,0
947,0,105,baseline_2_late_learning,0.8544397719855239,0.39547807702832893,0
950,0,105,early_learning_2_late_learning,0.3636785268483892,0.7170819669546166,0
955,0,106,baseline_2_early_learning,1.3264955424150642,0.18854640147398372,0
956,0,106,baseline_2_late_learning,0.3348995032396283,0.7385998571313033,0
959,0,106,early_learning_2_late_learning,-0.9370547806029021,0.3516227726658959,0
964,0,107,baseline_2_early_learning,2.020062961079189,0.04681044060368178,1
965,0,107,baseline_2_late_learning,1.300211093479019,0.1973575284017621,0
968,0,107,early_learning_2_late_learning,-0.8457441366972049,0.4002825545911194,0
973,0,108,baseline_2_early_learning,1.8513825911951127,0.06789936992763038,0
974,0,108,baseline_2_late_learning,0.5069011461124412,0.6136542407159172,0
977,0,108,early_learning_2_late_learning,-1.4003268493906833,0.16538084736225425,0
982,0,109,baseline_2_early_learning,1.251769241423097,0.21439485292983443,0
983,0,109,baseline_2_late_learning,-0.22997950908685985,0.8187097499358714,0
986,0,109,early_learning_2_late_learning,-1.3684192410969198,0.17510963631213194,0
991,0,110,baseline_2_early_learning,1.3852807310948823,0.16991556841700015,0
992,0,110,baseline_2_late_learning,-0.05158299222871586,0.958992845585076,0
995,0,110,early_learning_2_late_learning,-1.3461537103185557,0.1821522916202129,0
1000,0,111,baseline_2_early_learning,0.9488668213152311,0.3456190341539145,0
1001,0,111,baseline_2_late_learning,0.21011958991435492,0.8341222320374856,0
1004,0,111,early_learning_2_late_learning,-0.7912271183972721,0.43121089136918256,0
1009,0,112,baseline_2_early_learning,0.3397356521714593,0.7349687321958404,0
1010,0,112,baseline_2_late_learning,-0.22432944841734367,0.8230875525512968,0
1013,0,112,early_learning_2_late_learning,-0.49747603516743155,0.6202529301337296,0
1018,0,113,baseline_2_early_learning,0.30164992183624734,0.7637217230973908,0
1019,0,113,baseline_2_late_learning,0.6506327701800139,0.5171955865636825,0
1022,0,113,early_learning_2_late_learning,0.3132627166689428,0.754917211201192,0
1027,0,114,baseline_2_early_learning,-0.7571250022963608,0.4512560632804079,0
1028,0,114,baseline_2_late_learning,-0.5826254967309802,0.5618259776151624,0
1031,0,114,early_learning_2_late_learning,0.24162364668298517,0.8097058890241147,0
1036,0,115,baseline_2_early_learning,-0.01906688757689402,0.9848364361273134,0
1037,0,115,baseline_2_late_learning,-0.3833916057492248,0.7024724025514042,0
1040,0,115,early_learning_2_late_learning,-0.3290469296555658,0.7430020977951877,0
1045,0,116,baseline_2_early_learning,-1.1761249177870188,0.243122121794408,0
1046,0,116,baseline_2_late_learning,0.1237961468916158,0.9017951428119395,0
1049,0,116,early_learning_2_late_learning,1.1951015147127364,0.23566846522131668,0
1054,0,117,baseline_2_early_learning,-0.6364843847985308,0.5263242148741356,0
1055,0,117,baseline_2_late_learning,-0.24262940020739077,0.8089293719710617,0
1058,0,117,early_learning_2_late_learning,0.3632285604977996,0.7174167012139914,0
1063,0,118,baseline_2_early_learning,0.6759892770855067,0.5010468926364811,0
1064,0,118,baseline_2_late_learning,0.09111500691240548,0.927634797083553,0
1067,0,118,early_learning_2_late_learning,-0.5155757102924372,0.6076090691567524,0
1072,0,119,baseline_2_early_learning,0.802932371748416,0.4244537365703599,0
1073,0,119,baseline_2_late_learning,0.20331699643305895,0.8394167474068828,0
1076,0,119,early_learning_2_late_learning,-0.5849975952567082,0.5602378564183468,0
1081,0,120,baseline_2_early_learning,0.8033386677761472,0.42422033026540007,0
1082,0,120,baseline_2_late_learning,1.1810380907289222,0.2411763032974301,0
1085,0,120,early_learning_2_late_learning,0.34283514481047045,0.7326447058397367,0
1090,0,121,baseline_2_early_learning,-1.0777765823712842,0.28445541612560304,0
1091,0,121,baseline_2_late_learning,-1.1302067831684954,0.26185258041246723,0
1094,0,121,early_learning_2_late_learning,-0.1204271019972513,0.9044544933592877,0
1099,0,122,baseline_2_early_learning,-0.1471177104701716,0.883418716054046,0
1100,0,122,baseline_2_late_learning,0.14898038729307567,0.8819536213795491,0
1103,0,122,early_learning_2_late_learning,0.2723158129945095,0.786098772916838,0
1108,0,123,baseline_2_early_learning,-0.9307986893389129,0.35482968845905427,0
1109,0,123,baseline_2_late_learning,-0.8931855802248465,0.37450532288586724,0
1112,0,123,early_learning_2_late_learning,0.03845663028901127,0.9694218681472451,0
1117,0,124,baseline_2_early_learning,2.340156286965311,0.021833432261127203,1
1118,0,124,baseline_2_late_learning,0.9968959900399937,0.32189763019935197,0
1121,0,124,early_learning_2_late_learning,-1.2883401704393513,0.2014361854000967,0
1126,0,125,baseline_2_early_learning,0.7894709234065918,0.43223015766157613,0
1127,0,125,baseline_2_late_learning,0.6088925733295103,0.5443649801514714,0
1130,0,125,early_learning_2_late_learning,-0.21684034436410438,0.8288989290295317,0
1135,0,126,baseline_2_early_learning,-0.6782142337759235,0.49964300070401135,0
1136,0,126,baseline_2_late_learning,-0.7709789203096604,0.4430486365840588,0
1139,0,126,early_learning_2_late_learning,-0.04653727701189209,0.9630009687298017,0
1144,0,127,baseline_2_early_learning,-0.9896230997863217,0.3254184159720277,0
1145,0,127,baseline_2_late_learning,-0.017369466491798307,0.9861862213664203,0
1148,0,127,early_learning_2_late_learning,0.8779484342717655,0.38266806053017355,0
1153,0,128,baseline_2_early_learning,1.4150482598339733,0.16103441257107143,0
1154,0,128,baseline_2_late_learning,0.7050283285913874,0.48289264531348386,0
1157,0,128,early_learning_2_late_learning,-0.8439432974520232,0.40128199905770734,0
1162,0,129,baseline_2_early_learning,-1.1282700148663767,0.2626643670721513,0
1163,0,129,baseline_2_late_learning,-1.8382452898815214,0.06983325555226085,0
1166,0,129,early_learning_2_late_learning,-0.9065848961074999,0.36741853325603435,0
1171,0,130,baseline_2_early_learning,0.4895690992000166,0.6258128883284653,0
1172,0,130,baseline_2_late_learning,-0.7379556691455891,0.4627558365330887,0
1175,0,130,early_learning_2_late_learning,-1.1916353248174092,0.23701747580843946,0
1180,0,131,baseline_2_early_learning,-0.5836846579900068,0.5611165945587078,0
1181,0,131,baseline_2_late_learning,0.5922485935444436,0.5553971033109565,0
1184,0,131,early_learning_2_late_learning,1.0450284886858603,0.2992376589519083,0
1189,0,132,baseline_2_early_learning,-0.3461483398236816,0.7301632042824613,0
1190,0,132,baseline_2_late_learning,-1.358832456309942,0.17811615887847956,0
1193,0,132,early_learning_2_late_learning,-0.8116024582700189,0.4194896239173328,0
1198,0,133,baseline_2_early_learning,-1.238136118184386,0.219379276925136,0
1199,0,133,baseline_2_late_learning,-1.310972974733035,0.19371345413931207,0
1202,0,133,early_learning_2_late_learning,-0.15508011961317894,0.8771587641332752,0
1207,0,134,baseline_2_early_learning,1.3016569198117407,0.1968650048575748,0
1208,0,134,baseline_2_late_learning,0.3699039952468636,0.7124564911092479,0
1211,0,134,early_learning_2_late_learning,-0.9117029011490981,0.3647342850644799,0
1216,0,135,baseline_2_early_learning,-1.1846209786806556,0.23976439674800873,0
1217,0,135,baseline_2_late_learning,0.2549793647404972,0.7994101360560296,0
1220,0,135,early_learning_2_late_learning,1.2622209176619998,0.21063034031392916,0
1225,0,136,baseline_2_early_learning,0.08082244705258372,0.9357901780614213,0
1226,0,136,baseline_2_late_learning,-1.3946906421974865,0.16706853736624558,0
1229,0,136,early_learning_2_late_learning,-1.2256268164810977,0.22402694712861243,0
1234,0,137,baseline_2_early_learning,1.1193650083981628,0.26641964439635096,0
1235,0,137,baseline_2_late_learning,-0.3627743292607996,0.717754664273442,0
1238,0,137,early_learning_2_late_learning,-1.3384622629727054,0.18463425133435882,0
1243,0,138,baseline_2_early_learning,-0.3923273368179368,0.6958863754917637,0
1244,0,138,baseline_2_late_learning,-0.6340193186039957,0.527923232826204,0
1247,0,138,early_learning_2_late_learning,-0.22709824494855788,0.8209415120189876,0
